1.303182,-1.66631,0
-2.937839,0.694497,0
-2.612553,0.7477585,0
-2.20058,0.8044967,0
-1.651017,0.9607874,0
-0.9656589,1.621733,1
0.7593679,-2.016042,0
0.968492,-1.497293,0
-1.468307,0.9621273,0
-1.829063,0.7652417,0
-1.031648,1.212693,0
-1.963893,0.4593579,0
0.3865748,-2.233605,0
0.5837025,-1.475136,0
-1.323024,0.6508026,0
0.5623095,-1.449029,0
-2.603853,0.3107359,0
0.259599,-3.045081,0
-2.725519,0.2866635,0
0.7514288,-1.032843,0
-1.614343,0.4594846,0
-1.271878,0.5425445,0
0.3738422,-1.82526,0
-1.711449,0.3743458,0
-1.437743,0.4429336,0
0.2286671,-2.444604,0
-0.6671445,0.8041362,0
0.2073908,-2.437008,0
1.284379,-0.3931548,1
-3.00278,0.1640076,0
-0.2476367,1.981637,1
-1.305872,0.3669707,0
-2.244104,0.2085944,0
-1.110557,0.4058373,0
0.2857552,-1.547341,0
0.2501151,-1.55859,0
-2.128385,0.1810251,0
0.1933485,-1.969958,0
-0.8878283,0.4255164,0
1.260482,-0.2979935,1
-1.151234,0.3175296,0
-0.8754951,0.3944106,0
0.7247654,-0.4741054,0
0.3456422,-0.968417,0
0.2506093,-1.327296,0
-1.981603,0.1644445,0
-1.530742,0.2108178,0
-0.6850582,0.4485635,0
-0.3838969,0.7757828,1
-1.039635,0.2844893,0
-0.81571,0.3589709,0
0.1962794,-1.410078,0
-0.257858,1.065673,1
0.227615,-1.163443,0
0.2549399,-1.017824,0
0.1358377,-1.890481,0
-0.8528239,0.2977206,0
-0.911604,0.2760834,0
-0.7633643,0.3280587,0
-0.6383017,0.3754577,0
0.2435564,-0.8841345,0
-0.675999,0.3070452,0
0.2146332,-0.9384423,0
0.1365344,-1.431414,0
0.2878083,-0.6155193,0
-0.3940506,0.4027837,0
-2.025028,0.07531854,0
0.04631932,-3.213838,0
-1.426955,0.1030214,0
0.08855602,-1.641555,0
-0.3943603,0.3572506,0
-0.2762905,0.4923639,1
-1.152561,0.1038857,0
-1.541715,0.06831305,0
-0.9200515,0.1116366,0
0.7391124,-0.1385457,1
-0.6619139,0.1521104,0
0.05041648,-1.875545,0
0.1049814,-0.8721201,0
0.4615921,-0.1933657,0
-0.0670764,1.289732,0
0.1086943,-0.7878095,0
-0.1603211,0.5195208,0
0.5112355,-0.1624652,0
-2.103918,0.03807863,0
-1.248708,0.06022708,0
-0.8404838,0.08217814,0
-0.7459302,0.08972025,0
0.2666285,-0.2292728,0
-0.07504552,0.7388632,1
0.3226825,-0.1399467,1
0.7606858,-0.05508923,0
-0.4953163,0.06981351,0
-0.9135502,0.03724083,0
0.1080701,-0.2937254,0
-1.420589,0.01702036,0
-0.924997,0.02527868,0
-0.02105377,0.883188,1
0.235294,-0.06205032,1
-0.341457,0.03174747,0
0.2692241,-0.02887583,0
-0.596882,0.01262195,0
0.01414257,-0.5013027,0
0.4893522,-0.01358916,1
-1.732711,0.001901481,0
-0.1921974,0.008992787,0
-9.20E-05,-0.6497832,0
0.004147268,0.7257295,1
0.02568686,0.1483415,0
-0.1541814,-0.03671051,0
-0.9080258,-0.009092234,0
0.006163909,1.488923,1
0.01741155,0.6765035,1
0.1596254,0.08361723,0
-0.5742604,-0.02543493,0
0.6220504,0.02431317,1
0.01180763,1.571323,1
1.025473,0.01866225,1
1.10297,0.01799731,1
-1.419217,-0.01456998,0
0.03428447,0.6232264,1
-0.7775194,-0.02911517,0
0.9090153,0.02534883,1
0.587019,0.04256653,1
0.8074375,0.03865996,1
1.251111,0.02533568,1
0.02978335,1.10579,1
0.2040797,0.1682355,1
-0.03162897,-1.129887,0
0.6177365,0.06816344,1
1.341616,0.03144465,0
-0.6291562,-0.06961496,0
-1.293375,-0.03725365,0
1.305492,0.04242547,1
-0.07361805,-0.7565134,0
0.1268957,0.4405658,0
-0.04956422,-1.229307,0
-0.8730199,-0.07003837,0
0.3504528,0.1784162,1
-0.05916945,-1.090975,0
0.1362772,0.475584,1
-1.734274,-0.04055897,0
-2.074311,-0.03495613,0
-0.1132812,-0.6469291,0
0.3297103,0.2255107,1
1.186016,0.06568839,1
0.4490869,0.1765988,1
-0.2582053,-0.3091423,0
0.2317103,0.3646797,1
-0.08471433,-1.108946,0
-0.7037214,-0.1451489,0
-2.602452,-0.04132224,0
-0.5609898,-0.1939687,0
0.1908303,0.5715131,1
0.06616146,1.649459,1
0.2362359,0.4654483,1
-0.3425558,-0.3221457,0
-1.719113,-0.06442188,0
-0.4166264,-0.2811333,0
-1.648069,-0.07243975,0
-1.537075,-0.07845298,0
-0.593352,-0.2064107,0
0.137844,0.8974954,1
0.9935677,0.1281106,1
0.3249783,0.3921176,1
-0.7229947,-0.1818885,0
-0.1810765,-0.7281179,0
-1.174562,-0.1133881,0
0.653656,0.2100499,1
2.194843,0.06380047,1
-0.1724474,-0.8386613,0
0.2093116,0.6982483,1
-0.1445691,-1.014255,0
-0.4218336,-0.3539837,0
-0.7514146,-0.200188,0
-0.2401479,-0.6395061,0
1.205782,0.1290173,1
-0.2558638,-0.6087504,0
-1.221789,-0.1316099,0
-1.29689,-0.124379,0
-0.973944,-0.1734234,0
-0.2823452,-0.6087444,0
-0.8272277,-0.2115414,0
1.072704,0.1673057,1
-0.2371311,-0.7568935,0
1.049381,0.1714947,1
-0.1382519,-1.309228,0
-0.1085411,-1.669938,0
-0.1149742,-1.581428,0
-0.4193466,-0.4364024,0
0.2389047,0.7673598,1
0.9872941,0.1866582,1
0.8729784,0.2117216,1
1.612343,0.1151638,1
0.2337742,0.8061603,1
0.2188315,0.8760453,1
0.1871083,1.025492,1
0.7684702,0.2502074,1
0.9439013,0.2037393,1
0.3824358,0.5120055,1
0.7742362,0.252943,1
0.4502612,0.4393517,1
0.3881397,0.5130534,1
0.3389073,0.5984213,1
0.2139746,0.9502278,1
-0.5496587,-0.3738854,0
-0.1885695,-1.092228,0
0.2118293,0.9744459,1
-0.2616431,-0.7894195,0
0.5906792,0.3526669,1
-0.9778497,-0.2191907,0
0.632706,0.3449553,1
-0.1175858,-1.862871,0
-0.1340428,-1.677008,0
0.152218,1.478466,1
1.194804,0.1889533,1
0.1241832,1.860991,1
0.156358,1.493357,1
1.174734,0.1987715,1
0.1688235,1.385402,1
0.2039396,1.167336,1
-1.792752,-0.1329957,0
1.046525,0.228182,1
-0.6023711,-0.3980661,0
0.1373587,1.750553,1
0.6899747,0.3525586,1
-0.3113389,-0.7850631,0
0.6968814,0.3643581,1
-0.9144804,-0.2851534,0
0.1772251,1.487403,1
0.806258,0.3352536,1
-0.9905998,-0.2742297,0
-0.2368857,-1.151258,0
0.959613,0.2847752,1
-0.2357194,-1.174047,0
0.3637135,0.7624094,1
-0.7501223,-0.3707844,0
0.3307228,0.8542547,1
0.1997766,1.419636,1
-0.2931498,-0.9734858,0
-1.430286,-0.2001541,0
-0.242785,-1.191992,0
-0.2988086,-0.9856656,0
0.4681671,0.6325168,1
1.256908,0.2397472,1
-0.5702101,-0.5327834,0
-0.3737512,-0.8143953,0
-1.681984,-0.1811785,0
-0.2339074,-1.324942,0
-0.3360907,-0.9224296,0
-0.1829107,-1.700105,0
1.107209,0.2814287,1
0.948889,0.3289085,1
-2.148031,-0.1455922,0
0.357086,0.8763645,1
-0.4585046,-0.6968313,0
1.764959,0.1812134,1
-0.5346386,-0.5987686,0
0.8886851,0.3616534,1
0.4538254,0.7203707,1
-1.217568,-0.2772605,0
-0.195426,-1.729263,0
0.6680815,0.5071339,1
0.2190915,1.550394,1
0.4486258,0.7604264,1
0.8084913,0.4244384,1
0.4318378,0.7974285,0
0.4674151,0.7444223,1
0.7146003,0.4908449,1
-0.7221464,-0.486555,0
-0.9285345,-0.3809102,0
-0.1857256,-1.905723,0
-0.1872741,-1.891715,0
0.3878792,0.9136505,1
0.557367,0.6368676,1
-0.6161071,-0.5815997,0
0.4510066,0.7986468,1
0.1975926,1.830079,1
0.6353863,0.5725533,1
-1.451473,-0.2518803,0
0.9509944,0.3867879,1
-0.5381172,-0.6840168,0
-0.540709,-0.6815186,0
-0.5228086,-0.7101177,0
0.4647266,0.7998984,1
0.2954394,1.273054,1
1.303652,0.2888726,1
-0.2339771,-1.614963,0
-0.6137893,-0.618278,0
-0.4844113,-0.7857519,0
-0.8430968,-0.4525153,0
1.287353,0.2965004,1
-0.6412436,-0.5971031,0
1.09492,0.3530324,1
1.029362,0.3759949,1
0.2506227,1.574601,1
0.3330748,1.185484,1
0.5628125,0.7017134,1
0.8349412,0.4740866,1
0.8088156,0.4898093,1
1.128938,0.3518819,1
-0.8863488,-0.4530004,0
1.0183,0.3977904,1
-0.5343484,-0.7637392,0
-0.8326667,-0.4909314,0
-0.6713346,-0.6117722,0
1.655493,0.2490453,1
0.4546391,0.9100186,1
-0.3849084,-1.075465,0
-0.4408706,-0.9422364,0
0.4052341,1.028214,1
0.2757382,1.525237,1
-1.462056,-0.2893209,0
0.8403764,0.5057356,1
0.5774937,0.7378431,1
-0.6010976,-0.7123768,0
0.6701112,0.6526734,1
0.4150283,1.060239,1
0.7086688,0.6209872,1
0.6779617,0.6577845,1
-0.8768726,-0.5090151,0
0.5318986,0.8412654,1
-0.3699762,-1.214419,0
-1.328732,-0.3431762,0
0.3958352,1.157158,1
-0.4947803,-0.930971,0
0.8874917,0.5243254,1
0.5414234,0.8603642,1
0.3167038,1.501472,1
0.7929411,0.6034251,1
-0.7204908,-0.6667508,0
-0.2487257,-1.932418,0
0.4141713,1.17142,1
1.489349,0.3262588,1
-1.909615,-0.25658,0
-1.25257,-0.3932787,0
0.4900969,1.005666,1
-0.9171369,-0.5416644,0
0.433382,1.149279,1
0.4324388,1.154407,1
0.3757422,1.337758,1
-1.209775,-0.4161248,0
0.7881155,0.6397143,1
-0.4898825,-1.031993,0
1.665387,0.3050661,1
0.5539548,0.9172911,1
-2.399548,-0.2118205,0
1.445912,0.3516434,1
0.789142,0.6471242,1
